city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Metrovale,2025-02-15T10:00:00+00:00,34.4,71.6,False,5.5,76.1,82.1,13.3,17.4,24.3,30.0,1,55.9,1,11200.0,baseline,1,0,0,1,0
Riverton,2025-02-15T11:00:00+00:00,40.8,47.1,True,1.6,87.8,98.7,10.7,13.1,21.0,27.5,3,71.5,4,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-15T12:00:00+00:00,32.8,69.0,False,8.4,80.2,71.0,6.7,19.1,37.9,24.7,1,85.5,12,16036.0,high_density,0,1,1,0,1
Sunport,2025-02-15T13:00:00+00:00,26.3,69.6,False,84.3,60.1,74.2,23.8,29.7,50.0,12.1,10,71.6,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-15T14:00:00+00:00,40.0,31.2,True,69.9,96.9,96.1,27.4,39.7,30.8,23.8,10,88.4,15,17530.5,compound,1,1,0,1,1
Lakehurst,2025-02-15T15:00:00+00:00,30.4,73.8,False,0.4,56.3,81.4,5.0,17.3,14.3,28.1,3,51.6,1,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-15T16:00:00+00:00,39.6,26.4,True,6.5,88.1,94.2,7.1,9.6,20.0,24.1,2,74.9,5,14500.0,heatwave,1,1,1,0,0
Ironwood,2025-02-15T17:00:00+00:00,32.1,70.6,False,14.8,73.5,71.0,6.3,17.8,38.8,31.7,1,87.1,14,15700.9,high_density,0,0,1,1,1
Stonegate,2025-02-15T18:00:00+00:00,25.9,49.0,False,84.4,67.9,71.2,25.6,35.7,35.8,24.3,5,45.8,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-15T19:00:00+00:00,45.3,26.8,True,71.8,89.6,97.4,23.4,33.1,57.5,19.2,9,83.1,12,16813.0,compound,1,0,1,1,1
Metrovale,2025-02-15T20:00:00+00:00,30.3,61.7,False,14.8,60.6,80.8,11.3,8.4,15.0,20.7,1,55.3,1,11200.0,baseline,1,0,1,0,0
Riverton,2025-02-15T21:00:00+00:00,45.5,36.4,True,6.7,88.8,97.7,6.6,16.7,18.4,17.2,0,83.0,4,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-15T22:00:00+00:00,33.8,74.0,False,17.5,65.1,73.6,11.3,15.8,29.4,20.3,0,80.6,10,17074.8,high_density,1,0,1,0,1
Sunport,2025-02-15T23:00:00+00:00,28.3,40.9,False,86.7,58.2,89.2,18.8,28.1,43.0,26.2,10,73.0,4,13200.0,failure_event,0,1,1,1,1
Crestfield,2025-02-16T00:00:00+00:00,43.4,51.2,True,82.6,86.4,93.9,19.1,31.1,59.5,34.7,7,91.9,15,17722.1,compound,1,1,1,1,1
Lakehurst,2025-02-16T01:00:00+00:00,23.2,39.8,False,10.5,65.1,75.7,7.5,23.4,20.7,13.7,3,61.4,3,10100.0,baseline,0,1,1,0,0
Bayhaven,2025-02-16T02:00:00+00:00,41.3,56.3,True,5.7,96.3,93.1,4.6,16.7,28.0,28.0,1,88.1,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-16T03:00:00+00:00,27.7,62.5,False,12.4,62.5,74.8,10.8,14.5,26.2,14.4,4,95.0,8,13987.9,high_density,0,1,0,0,1
Stonegate,2025-02-16T04:00:00+00:00,34.7,66.0,False,65.8,62.2,76.1,23.9,37.7,51.9,10.9,7,69.5,5,11700.0,failure_event,0,1,1,1,1
Hillford,2025-02-16T05:00:00+00:00,41.3,34.8,True,83.7,93.2,93.3,21.6,37.0,44.6,11.5,8,84.2,12,13744.3,compound,1,0,1,1,1
Metrovale,2025-02-16T06:00:00+00:00,26.7,69.4,False,19.0,63.9,77.9,8.6,23.4,13.3,20.2,2,74.3,6,11200.0,baseline,1,1,1,1,1
Riverton,2025-02-16T07:00:00+00:00,40.5,44.2,True,1.5,92.2,92.5,11.5,19.1,13.7,17.9,3,88.2,2,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-02-16T08:00:00+00:00,24.3,62.9,False,18.9,79.2,86.4,7.7,20.4,26.5,11.4,0,85.3,8,15232.2,high_density,0,1,1,1,1
Sunport,2025-02-16T09:00:00+00:00,22.5,40.6,False,40.9,75.8,77.3,15.2,32.0,36.4,34.5,5,73.0,4,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-16T10:00:00+00:00,43.3,52.6,True,75.6,90.3,93.8,26.1,35.8,36.1,16.2,5,91.9,14,14169.2,compound,1,1,1,0,1
Lakehurst,2025-02-16T11:00:00+00:00,28.7,60.2,False,10.0,75.1,84.2,9.3,21.2,17.8,30.3,0,59.3,2,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-02-16T12:00:00+00:00,40.9,41.8,True,0.4,91.9,92.7,5.1,17.7,15.3,21.9,3,76.4,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-16T13:00:00+00:00,28.7,41.6,False,3.3,57.2,71.4,9.5,18.6,35.3,27.0,4,90.1,8,16984.6,high_density,0,0,1,1,1
Stonegate,2025-02-16T14:00:00+00:00,33.0,56.4,False,81.0,55.1,78.4,24.6,25.4,51.9,24.3,8,74.5,2,11700.0,failure_event,1,0,1,1,1
Hillford,2025-02-16T15:00:00+00:00,45.8,33.1,True,36.1,88.0,99.9,25.7,30.7,35.8,30.9,7,86.2,10,16370.1,compound,1,1,1,1,1
Metrovale,2025-02-16T16:00:00+00:00,31.4,68.1,False,10.1,79.7,83.6,7.4,15.1,10.2,28.1,0,62.3,1,11200.0,baseline,0,1,0,0,0
Riverton,2025-02-16T17:00:00+00:00,42.2,54.4,True,5.1,92.9,97.9,4.8,22.8,11.4,17.7,2,89.4,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-16T18:00:00+00:00,33.3,57.5,False,18.5,61.1,70.2,4.8,12.0,36.9,16.7,1,80.1,7,12703.2,high_density,1,0,1,0,1
Sunport,2025-02-16T19:00:00+00:00,28.3,60.1,False,56.5,76.5,84.6,19.6,26.7,56.1,11.6,10,62.3,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-16T20:00:00+00:00,43.7,32.0,True,43.8,90.5,94.1,25.5,35.1,36.4,28.1,4,90.1,15,16895.9,compound,1,1,1,1,1
Lakehurst,2025-02-16T21:00:00+00:00,27.4,61.4,False,11.4,71.4,89.5,7.1,13.1,23.1,32.2,1,46.4,2,10100.0,baseline,0,0,0,1,1
Bayhaven,2025-02-16T22:00:00+00:00,38.6,51.3,True,7.3,92.8,96.0,6.5,15.4,12.9,21.0,0,78.1,3,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-16T23:00:00+00:00,32.2,68.3,False,15.0,60.6,85.3,5.6,23.9,34.5,14.0,0,90.7,11,15168.9,high_density,1,1,1,1,1
Stonegate,2025-02-17T00:00:00+00:00,25.0,40.9,False,55.6,76.1,79.8,22.7,29.9,42.2,26.9,9,48.9,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-17T01:00:00+00:00,42.2,28.1,True,81.2,93.4,93.8,15.9,21.2,55.1,30.5,6,93.1,6,13216.1,compound,1,1,1,1,1
Metrovale,2025-02-17T02:00:00+00:00,25.0,38.9,False,13.5,75.3,84.7,5.8,19.0,28.2,11.4,4,67.8,2,11200.0,baseline,0,1,1,0,1
Riverton,2025-02-17T03:00:00+00:00,43.1,30.2,True,7.2,88.9,95.0,8.7,12.5,24.1,25.4,1,74.1,3,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-02-17T04:00:00+00:00,33.4,59.4,False,1.6,69.2,81.9,11.2,11.5,41.6,14.8,1,91.8,11,13663.4,high_density,1,1,1,1,1
Sunport,2025-02-17T05:00:00+00:00,34.6,68.8,False,83.6,61.6,78.0,26.1,36.2,58.8,32.7,8,53.8,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-17T06:00:00+00:00,45.3,25.8,True,74.6,91.4,99.5,15.7,37.6,30.7,19.5,8,87.7,7,17880.4,compound,1,1,1,1,1
Lakehurst,2025-02-17T07:00:00+00:00,23.4,37.9,False,18.7,56.2,82.7,14.2,10.5,24.1,32.4,4,47.7,6,10100.0,baseline,0,1,0,0,1
Bayhaven,2025-02-17T08:00:00+00:00,38.8,53.1,True,6.9,96.3,98.0,10.8,8.9,22.5,14.4,3,77.0,2,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-17T09:00:00+00:00,33.4,66.5,False,15.7,69.7,84.4,4.6,8.3,30.5,23.0,2,89.4,16,15029.5,high_density,1,1,1,0,1
Stonegate,2025-02-17T10:00:00+00:00,21.6,66.0,False,72.8,56.4,84.6,20.1,30.3,47.4,32.5,5,48.6,3,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-17T11:00:00+00:00,39.6,43.0,True,55.4,90.2,92.8,26.2,29.8,56.4,21.0,6,93.1,8,16420.9,compound,1,1,1,0,1
Metrovale,2025-02-17T12:00:00+00:00,31.7,35.4,False,19.5,56.5,78.7,14.0,13.4,22.0,18.6,1,68.6,5,11200.0,baseline,0,1,1,0,1
Riverton,2025-02-17T13:00:00+00:00,40.8,36.3,True,3.9,92.4,94.7,5.4,10.1,25.8,19.0,3,81.4,3,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-17T14:00:00+00:00,21.9,60.9,False,11.5,72.8,77.9,13.4,9.0,31.4,29.7,2,93.6,14,15244.6,high_density,0,0,0,0,1
Sunport,2025-02-17T15:00:00+00:00,32.0,67.7,False,79.2,79.4,84.1,27.0,32.9,33.8,16.4,7,76.8,1,13200.0,failure_event,1,1,0,1,1
Crestfield,2025-02-17T16:00:00+00:00,41.7,35.8,True,56.9,87.9,93.4,25.7,28.7,59.3,12.6,10,86.3,12,12098.6,compound,1,1,1,0,1
Lakehurst,2025-02-17T17:00:00+00:00,23.8,67.7,False,15.1,65.3,87.7,10.4,15.1,29.9,16.9,3,45.2,5,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-02-17T18:00:00+00:00,43.4,46.9,True,4.1,94.4,98.5,6.9,19.1,12.0,34.6,1,78.4,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-17T19:00:00+00:00,28.7,55.5,False,19.9,69.3,70.5,14.2,18.1,32.2,31.9,2,83.7,8,12617.0,high_density,0,0,0,0,1
Stonegate,2025-02-17T20:00:00+00:00,34.4,45.5,False,58.1,64.4,73.4,20.8,24.1,30.3,34.3,4,74.8,4,11700.0,failure_event,1,1,1,0,1
Hillford,2025-02-17T21:00:00+00:00,43.6,25.9,True,63.0,96.3,93.1,23.3,33.8,33.9,11.3,5,94.3,11,12009.0,compound,1,1,0,0,0
Metrovale,2025-02-17T22:00:00+00:00,29.8,56.5,False,2.4,55.4,71.6,9.3,20.8,14.6,17.9,0,69.3,2,11200.0,baseline,1,1,0,0,1
Riverton,2025-02-17T23:00:00+00:00,41.5,54.0,True,3.9,86.9,97.7,8.4,11.3,19.6,29.5,0,81.0,2,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-18T00:00:00+00:00,28.8,35.9,False,9.6,68.6,73.3,7.7,15.5,25.5,34.5,1,89.7,12,13207.3,high_density,1,0,0,0,1
Sunport,2025-02-18T01:00:00+00:00,31.1,60.1,False,87.2,80.5,78.7,19.8,24.8,51.8,12.6,8,45.4,3,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-18T02:00:00+00:00,42.6,40.5,True,66.1,92.0,97.8,18.7,34.9,41.0,25.1,10,79.6,15,14334.7,compound,1,1,1,1,1
Lakehurst,2025-02-18T03:00:00+00:00,21.7,68.7,False,5.4,65.8,70.8,10.4,8.5,25.0,13.3,1,71.9,5,10100.0,baseline,1,0,0,0,1
Bayhaven,2025-02-18T04:00:00+00:00,42.6,38.8,True,1.7,90.6,92.1,10.2,19.7,25.5,27.2,4,73.3,1,14500.0,heatwave,0,0,1,0,1
Ironwood,2025-02-18T05:00:00+00:00,31.6,47.0,False,6.3,72.2,77.0,6.4,20.0,26.3,17.5,1,90.3,8,14615.2,high_density,0,0,0,0,1
Stonegate,2025-02-18T06:00:00+00:00,28.4,59.1,False,40.1,55.3,83.8,16.0,23.1,48.2,33.6,4,74.3,2,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-18T07:00:00+00:00,39.9,44.1,True,45.7,93.0,98.6,26.7,36.5,47.8,28.2,10,82.3,14,17069.4,compound,1,1,1,1,1
Metrovale,2025-02-18T08:00:00+00:00,31.4,64.9,False,8.3,76.2,82.3,6.8,20.1,10.6,22.3,1,76.5,3,11200.0,baseline,1,0,0,0,1
Riverton,2025-02-18T09:00:00+00:00,43.1,41.8,True,3.3,89.1,92.3,10.3,18.7,26.2,32.8,0,74.2,6,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-02-18T10:00:00+00:00,21.8,52.3,False,4.4,59.6,81.1,12.5,20.9,38.5,20.2,0,94.3,7,15250.9,high_density,1,1,1,0,1
Sunport,2025-02-18T11:00:00+00:00,23.8,74.1,False,86.9,71.7,86.5,23.0,21.1,31.1,15.6,7,68.2,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-18T12:00:00+00:00,41.2,51.0,True,59.9,96.4,98.5,25.8,29.9,31.4,25.5,6,89.9,16,16198.4,compound,1,1,1,1,1
Lakehurst,2025-02-18T13:00:00+00:00,25.6,35.3,False,15.2,75.1,81.8,10.7,16.9,27.2,21.4,1,56.5,3,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-02-18T14:00:00+00:00,43.0,55.8,True,3.9,89.4,98.5,10.7,22.1,14.9,23.1,4,88.6,5,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-18T15:00:00+00:00,23.9,72.5,False,2.4,74.0,77.7,9.0,9.9,44.4,13.8,4,81.9,9,16314.2,high_density,1,0,1,1,1
Stonegate,2025-02-18T16:00:00+00:00,29.9,69.4,False,38.6,67.6,75.2,20.0,39.0,36.7,29.1,9,65.3,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-18T17:00:00+00:00,39.0,59.8,True,84.8,95.3,96.7,27.1,34.3,51.7,12.1,4,81.7,14,14954.6,compound,1,0,1,1,1
Metrovale,2025-02-18T18:00:00+00:00,22.6,53.7,False,3.2,78.2,87.4,12.9,15.1,22.5,30.2,3,64.2,5,11200.0,baseline,0,0,1,1,1
Riverton,2025-02-18T19:00:00+00:00,38.4,35.1,True,4.5,90.9,92.8,5.3,19.0,10.5,33.3,0,76.0,5,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-02-18T20:00:00+00:00,25.0,63.5,False,17.3,67.1,77.7,4.6,10.6,26.5,28.3,2,91.0,12,16817.8,high_density,1,1,0,0,1
Sunport,2025-02-18T21:00:00+00:00,21.7,53.8,False,60.0,73.8,81.9,22.4,35.4,39.5,12.0,7,74.9,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-18T22:00:00+00:00,38.3,49.2,True,69.9,86.4,99.9,18.8,37.9,50.7,10.6,6,85.4,6,17214.1,compound,1,1,1,1,1
Lakehurst,2025-02-18T23:00:00+00:00,26.5,43.6,False,18.7,72.7,84.9,6.7,18.5,18.2,23.4,3,50.5,2,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-02-19T00:00:00+00:00,39.3,43.6,True,5.3,87.5,95.3,7.0,13.4,26.2,14.4,2,82.4,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-19T01:00:00+00:00,25.2,67.6,False,9.1,80.5,79.0,6.2,20.3,31.6,20.7,2,95.7,6,13409.0,high_density,1,1,1,0,1
Stonegate,2025-02-19T02:00:00+00:00,32.4,52.9,False,89.2,80.4,82.4,20.9,24.1,39.2,32.1,8,62.0,1,11700.0,failure_event,0,1,1,1,1
Hillford,2025-02-19T03:00:00+00:00,38.4,48.5,True,83.5,96.4,94.0,20.2,29.5,59.2,17.4,7,95.9,9,12711.7,compound,1,1,1,1,1
Metrovale,2025-02-19T04:00:00+00:00,30.6,37.7,False,0.2,65.4,75.0,7.3,22.2,26.3,29.2,1,66.1,1,11200.0,baseline,0,1,1,0,1
Riverton,2025-02-19T05:00:00+00:00,45.5,57.5,True,2.5,96.1,93.4,11.6,9.9,17.9,14.8,0,72.1,2,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-02-19T06:00:00+00:00,23.9,37.3,False,14.4,66.0,75.7,11.7,18.0,40.8,26.7,4,95.8,8,12360.8,high_density,0,1,1,1,1
Sunport,2025-02-19T07:00:00+00:00,31.4,67.9,False,46.9,65.2,71.7,16.4,21.6,30.5,19.5,7,76.2,1,13200.0,failure_event,1,0,1,0,1
Crestfield,2025-02-19T08:00:00+00:00,41.1,45.7,True,40.9,97.0,92.9,15.2,32.8,46.5,22.5,4,83.2,9,13354.3,compound,1,1,1,1,1
Lakehurst,2025-02-19T09:00:00+00:00,22.2,42.6,False,7.6,58.1,81.2,5.0,12.8,21.5,16.0,1,46.9,3,10100.0,baseline,1,0,0,0,1
Bayhaven,2025-02-19T10:00:00+00:00,39.1,49.3,True,0.3,95.4,96.7,7.6,11.9,20.5,17.1,0,84.1,2,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-19T11:00:00+00:00,25.0,57.5,False,15.7,81.5,87.3,12.2,23.3,35.6,32.3,2,93.8,14,16483.9,high_density,1,1,1,0,1
Stonegate,2025-02-19T12:00:00+00:00,25.0,50.3,False,89.0,77.2,77.3,24.3,31.8,57.5,33.2,6,66.9,4,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-19T13:00:00+00:00,41.0,36.3,True,89.7,95.5,97.0,18.8,37.6,31.9,31.5,8,92.9,14,12853.3,compound,1,1,1,1,1
Metrovale,2025-02-19T14:00:00+00:00,29.5,46.8,False,6.6,70.9,72.6,6.5,19.6,11.9,24.9,2,76.4,3,11200.0,baseline,1,1,1,1,1
Riverton,2025-02-19T15:00:00+00:00,38.1,38.8,True,1.9,86.6,92.9,8.7,19.5,29.0,27.2,1,88.6,1,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-19T16:00:00+00:00,28.7,65.7,False,11.3,72.9,86.2,14.7,21.5,33.6,28.3,2,96.0,12,17557.0,high_density,1,1,1,1,1
Sunport,2025-02-19T17:00:00+00:00,34.1,63.8,False,67.0,63.7,70.1,19.4,22.5,47.4,32.6,9,52.6,2,13200.0,failure_event,1,0,1,1,0
Crestfield,2025-02-19T18:00:00+00:00,39.1,46.4,True,65.2,92.9,97.6,21.8,21.8,34.4,11.2,7,87.9,7,11764.6,compound,1,1,1,0,0
Lakehurst,2025-02-19T19:00:00+00:00,24.7,49.0,False,7.8,60.8,76.1,9.2,11.6,29.3,26.6,0,52.9,2,10100.0,baseline,1,0,1,1,0
Bayhaven,2025-02-19T20:00:00+00:00,45.4,40.2,True,0.3,94.8,93.5,12.9,15.2,13.8,29.0,1,71.1,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-19T21:00:00+00:00,32.0,64.7,False,15.7,78.3,79.6,13.6,22.4,36.0,12.8,2,84.3,16,15693.6,high_density,1,1,1,0,1
Stonegate,2025-02-19T22:00:00+00:00,20.6,73.2,False,87.8,62.2,85.1,20.5,38.2,44.1,13.8,5,51.5,5,11700.0,failure_event,1,1,0,0,1
Hillford,2025-02-19T23:00:00+00:00,38.5,37.1,True,59.0,94.9,99.0,20.7,31.9,58.9,23.2,9,89.4,14,15112.1,compound,1,1,1,1,1
